1 1 0
1 2 145.575
1 3 290.528
1 4 434.236
1 5 576.09
1 6 715.475
1 7 851.806
1 8 984.49
1 9 1112.98
1 10 1236.71
1 11 1355.2
1 12 1467.93
1 13 1574.49
1 14 1674.42
1 15 1767.41
1 16 1853.09
1 17 1931.24
1 18 2001.61
1 19 2064.07
1 20 2118.51
1 21 2164.93
1 22 2203.31
1 23 2233.78
1 24 2256.43
1 25 2271.51
1 26 2279.2
1 27 2279.85
1 28 2273.74
1 29 2261.26
1 30 2242.76
1 31 2218.68
1 32 2189.41
1 33 2155.42
1 34 2117.1
1 35 2074.93
1 36 2029.3
1 37 1980.68
1 38 1929.42
1 39 1875.98
1 40 1820.67
1 41 1763.92
1 42 1706.01
1 43 1647.32
1 44 1588.08
1 45 1528.63
1 46 1469.17
1 47 1409.98
1 48 1351.23
1 49 1293.15
1 50 1235.88
1 51 1179.59
1 52 1124.4
1 53 1070.46
1 54 1017.82
1 55 966.61
1 56 916.866
1 57 868.679
1 58 822.06
1 59 777.075
1 60 733.717
1 61 692.029
1 62 651.987
1 63 613.616
1 64 576.879
1 65 541.786
1 66 508.289
1 67 476.385
1 68 446.021
1 69 417.183
1 70 389.812
1 71 363.887
1 72 339.345
1 73 316.16
1 74 294.269
1 75 273.64
1 76 254.21
1 77 235.945
1 78 218.782
1 79 202.688
1 80 187.601
1 81 173.485
1 82 160.283
1 83 147.96
1 84 136.461
1 85 125.751
1 86 115.781
1 87 106.515
1 88 97.9087
1 89 89.9293
1 90 82.5337
1 91 75.6929
1 92 69.3672
1 93 63.5297
1 94 58.1447
1 95 53.1877
1 96 48.6266
1 97 44.4393
1 98 40.5973
1 99 37.0809
1 100 33.8653
1 101 30.9332
1 102 28.2632
1 103 25.8408
1 104 23.648
1 105 21.6732
1 106 19.9022
1 107 18.3269
1 108 16.9378
1 109 15.7313
1 110 14.7042
1 111 13.8604
1 112 13.207
1 113 12.7613
1 114 12.5504
1 115 12.6209
1 116 13.0459
1 117 13.9471
1 118 15.5277
1 119 18.1507
1 120 22.5138
1 121 30.1454
1 122 45.1443
1 123 81.9733
1 124 207.519
1 125 795.775

2 1 0
2 2 145.821
2 3 291.017
2 4 434.971
2 5 577.061
2 6 716.687
2 7 853.244
2 8 986.161
2 9 1114.86
2 10 1238.82
2 11 1357.49
2 12 1470.43
2 13 1577.14
2 14 1677.26
2 15 1770.38
2 16 1856.21
2 17 1934.46
2 18 2004.94
2 19 2067.47
2 20 2121.99
2 21 2168.44
2 22 2206.86
2 23 2237.31
2 24 2259.98
2 25 2275.01
2 26 2282.69
2 27 2283.27
2 28 2277.11
2 29 2264.53
2 30 2245.97
2 31 2221.78
2 32 2192.44
2 33 2158.32
2 34 2119.92
2 35 2077.62
2 36 2031.91
2 37 1983.15
2 38 1931.81
2 39 1878.23
2 40 1822.85
2 41 1765.97
2 42 1707.99
2 43 1649.17
2 44 1589.86
2 45 1530.3
2 46 1470.78
2 47 1411.48
2 48 1352.67
2 49 1294.5
2 50 1237.17
2 51 1180.8
2 52 1125.57
2 53 1071.54
2 54 1018.86
2 55 967.575
2 56 917.794
2 57 869.539
2 58 822.887
2 59 777.841
2 60 734.454
2 61 692.71
2 62 652.642
2 63 614.221
2 64 577.461
2 65 542.322
2 66 508.805
2 67 476.86
2 68 446.478
2 69 417.602
2 70 390.215
2 71 364.256
2 72 339.7
2 73 316.485
2 74 294.581
2 75 273.925
2 76 254.484
2 77 236.195
2 78 219.022
2 79 202.906
2 80 187.81
2 81 173.675
2 82 160.465
2 83 148.125
2 84 136.619
2 85 125.894
2 86 115.917
2 87 106.639
2 88 98.0268
2 89 90.0357
2 90 82.6352
2 91 75.784
2 92 69.4539
2 93 63.6074
2 94 58.2186
2 95 53.2536
2 96 48.6891
2 97 44.4947
2 98 40.6496
2 99 37.1271
2 100 33.9086
2 101 30.9711
2 102 28.2984
2 103 25.871
2 104 23.6755
2 105 21.696
2 106 19.9222
2 107 18.3421
2 108 16.9495
2 109 15.7376
2 110 14.7057
2 111 13.8548
2 112 13.1936
2 113 12.7365
2 114 12.5109
2 115 12.5591
2 116 12.951
2 117 13.7978
