2 2 0.505636 274.282
2 7 2.96354 259.969
2 12 5.08853 226.712
2 17 6.53222 178.701
2 22 7.0136 122.899
2 27 6.54178 67.5128
2 32 5.44258 19.2614
2 37 4.13557 -18.4363
2 42 2.92168 -45.2593
2 47 1.93503 -62.6866
2 52 1.19547 -72.794
2 57 0.670434 -77.5704
2 62 0.313198 -78.6573
2 67 0.0799415 -77.3127
2 72 -0.0648397 -74.4621
2 77 -0.148002 -70.7703
2 82 -0.189121 -66.7083
2 87 -0.202168 -62.6055
2 92 -0.197044 -58.6899
2 97 -0.180931 -55.1156
2 102 -0.159852 -51.979
2 107 -0.142189 -49.3163
2 112 -0.155837 -47.0331
2 117 -0.416431 -44.3188
2 122 -7.86558 -29.2037

7 2 2.90294 283.015
7 7 17.0616 268.106
7 12 29.4436 233.145
7 17 37.9221 182.147
7 22 40.6081 122.728
7 27 37.5134 64.4219
7 32 30.7787 14.7764
7 37 23.033 -22.9634
7 42 16.0144 -49.1048
7 47 10.4092 -65.6467
7 52 6.25806 -74.9344
7 57 3.33649 -79.0492
7 62 1.36317 -79.6383
7 67 0.0854525 -77.9338
7 72 -0.697396 -74.8297
7 77 -1.13569 -70.963
7 82 -1.33842 -66.7824
7 87 -1.38317 -62.601
7 92 -1.32481 -58.6353
7 97 -1.20277 -55.0322
7 102 -1.04857 -51.8872
7 107 -0.8987 -49.2524
7 112 -0.83568 -47.1372
7 117 -1.15754 -45.5792
7 122 -2.36892 -45.7652

12 2 5.26158 303.33
12 7 31.1792 287.337
12 12 54.6685 248.768
12 17 71.3 190.515
12 22 76.032 121.739
12 27 68.6153 56.1411
12 32 54.5199 3.56896
12 37 39.5627 -33.7256
12 42 26.7882 -57.9277
12 47 16.9925 -72.2771
12 52 9.93151 -79.6524
12 57 5.05308 -82.2717
12 62 1.80457 -81.7552
12 67 -0.270522 -79.2598
12 72 -1.52033 -75.6024
12 77 -2.19992 -71.3554
12 82 -2.49186 -66.9179
12 87 -2.52505 -62.5666
12 92 -2.38974 -58.4923
12 97 -2.14949 -54.8251
12 102 -1.85113 -51.6532
12 107 -1.53477 -49.0374
12 112 -1.24407 -47.0332
12 117 -1.00787 -45.7451
12 122 -0.632529 -45.3434

17 2 7.72772 335.794
17 7 46.5582 319.2
17 12 84.5999 276.536
17 17 114.237 205.82
17 22 121.409 117.977
17 27 104.396 38.9105
17 32 78.1298 -16.8235
17 37 53.8831 -51.5584
17 42 35.0158 -71.6681
17 47 21.3723 -82.2004
17 52 11.897 -86.5315
17 57 5.51511 -86.8821
17 62 1.35218 -84.7337
17 67 -1.25052 -81.0901
17 72 -2.77208 -76.6378
17 77 -3.55439 -71.8487
17 82 -3.83846 -67.0474
17 87 -3.79254 -62.4569
17 92 -3.53317 -58.23
17 97 -3.1407 -54.4708
17 102 -2.67066 -51.2511
17 107 -2.1614 -48.6227
17 112 -1.63575 -46.6296
17 117 -1.08748 -45.3145
17 122 -0.460405 -44.6863

22 2 9.89561 380.231
22 7 61.2054 365.726
22 12 119.032 323.734
22 17 176.615 236.003
22 22 189.029 104.885
22 27 145.672 3.25591
22 32 98.5412 -50.4
22 37 63.3892 -77.1412
22 42 39.0433 -89.86
22 47 22.543 -94.7233
22 52 11.5277 -94.9456
22 57 4.31678 -92.3873
22 62 -0.265497 -88.2071
22 67 -3.04046 -83.1595
22 72 -4.58188 -77.7474
22 77 -5.28987 -72.3104
22 82 -5.44239 -67.0786
22 87 -5.23138 -62.2077
22 92 -4.78833 -57.8034
22 97 -4.20228 -53.9369
22 102 -3.53244 -50.6569
22 107 -2.81628 -47.9976
22 112 -2.07336 -45.984
22 117 -1.3059 -44.632
22 122 -0.505285 -43.9391

27 2 10.8311 433.054
27 7 68.7355 425.822
27 12 145.626 402.14
27 17 272.271 322.785
27 22 313.834 41.7679
27 27 179.866 -70.1065
27 32 106.905 -99.2386
27 37 64.0206 -109.043
27 42 37.0392 -110.878
27 47 19.621 -108.573
27 52 8.35937 -103.972
27 57 1.19411 -98.1324
27 62 -3.20769 -91.7139
27 67 -5.74016 -85.144
27 72 -7.01365 -78.7047
27 77 -7.44764 -72.5827
27 82 -7.33037 -66.9018
27 87 -6.85898 -61.7433
27 92 -6.16699 -57.1606
27 97 -5.34335 -53.1884
27 102 -4.44569 -49.8494
27 107 -3.50915 -47.1584
27 112 -2.5523 -45.1247
27 117 -1.58176 -43.7523
27 122 -0.598754 -43.0383

32 2 9.95193 486.151
32 7 63.2845 489.148
32 12 134.861 500.701
32 17 256.397 557.163
32 22 283.381 -256.022
32 27 159.623 -173.589
32 32 92.354 -153.643
32 37 52.8175 -141.923
32 42 28.0706 -131.745
32 47 12.2813 -121.966
32 52 2.2737 -112.475
32 57 -3.89352 -103.364
32 62 -7.48394 -94.7422
32 67 -9.34638 -86.6922
32 72 -10.0592 -79.2671
